name,age,height (cm),"wight (kg), rank, year"
Alex Parker,30,167.64000000000001,64.41011654,74,2020
Megan Lovegrove,31,158.0,65.0,75,2020
Ekaterina Makarova,27,175.0,71.0,76,2020
Caroline Dardini,28,154.94,56.24545388,77,2020
Tayla Howe,23,165.0,75.0,78,2020
Feeroozeh Saghafi,25,157.48,61.23496995,79,2020
Emma Cary,16,162.56,63.502931800000006,80,2020
Brenda Castro,31,2.0,63.04933943,81,2020
Breona Evans,29,154.94,56.69904625,82,2020
Tori Dyson,25,152.4,63.502931800000006,83,2020
Carole Castellani,31,170.0,70.0,84,2020
Louise Wickström,30,162.0,67.0,85,2020
Emily Tanner,31,170.18,72.57477920000001,86,2020
Karine Shrum,31,172.0,70.30681735,87,2020
Caileigh McDade,31,160.02,61.23496995,88,2020
Nicole Gibson-Burke,27,160.02,56.69904625,89,2020
Hanna Venemyr,28,172.0,,90,2020
Anastasiya Ganina,35,170.0,69.0,91,2020
Laura Clifton,25,162.0,75.0,92,2020
Mia Hesketh,30,168.0,67.0,93,2020
Sona Karaskova,32,167.0,68.0,94,2020
Ariadna Argoitia,38,,54.884676770000006,95,2020
Alison Scudds,27,160.02,63.502931800000006,96,2020
Andrea Solberg,24,164.0,61.23496995,97,2020
Leah Irons,28,162.56,63.502931800000006,98,2020
Bailey Meraviglia,29,157.48,62.59574706,99,2020
Christina Seeley,30,164.0,68.0388555,100,2020
Taylor Rector,27,162.56,69.85322498000001,101,2020
Evie Hollis,23,158.0,65.77089365,102,2020
Christee Bishop,29,158.0,60.0,103,2020
Sapphire Goddard,23,165.0,65.0,104,2020
Antonelli Nicole,34,153.0,60.781377580000004,105,2020
Laurie Pfleiderer,30,157.0,63.502931800000006,106,2020
Manon Saint-Maxent,25,164.0,54.0,107,2020
Kaitlyn Kassis,25,170.18,63.502931800000006,108,2020
Faith Ferguson,19,160.02,68.0388555,109,2020
Emily Rolfe,31,170.0,68.94604024,110,2020
Marnie Sykes,27,172.0,30.84428116,111,2020
Amy Morton,32,163.0,69.85322498000001,112,2020
Jennifer Smith,34,167.64000000000001,62.142154690000005,113,2020
Kristen Turner,28,162.56,60.781377580000004,114,2020
Alizee Andreani,32,153.0,51.0,115,2020
Ashley Shaeffer,35,162.56,61.23496995,116,2020
Sanna Venäläinen,29,164.0,64.0,117,2020
Hilary Steele,30,147.32,54.4310844,118,2020
Hanna Karlsson,27,177.0,81.0,119,2020
Anna Donauer,30,165.0,62.0,120,2020
Madeline Shelling,26,165.0,69.0,121,2020
Elizabeth Bradley,24,157.48,63.502931800000006,122,2020
Mariana Fedorenko,26,168.0,60.0,123,2020
Marisa Flowers,29,147.32,49.895160700000005,124,2020
Hanne Short,32,170.0,,125,2020
Ahnna Knepper,28,160.02,60.781377580000004,126,2020
Katlin Isaacs,26,149.86,57.60623099,127,2020
Ashleigh Wosny,22,170.18,66.67807839000001,128,2020
Sarah Viets,30,177.8,74.84274105,129,2020
Tommie Deprima,33,160.02,58.9670081,130,2020
Gemma Root,34,170.18,61.23496995,131,2020
Marie-Pier Bonneau,20,163.0,58.05982336,132,2020
Antea Longo,32,160.0,60.0,133,2020
Samantha Briggs,38,170.0,61.23496995,134,2020
Ana C. Caldas,42,175.26,83.91458845000001,135,2020
Paige Powers,17,160.02,70.30681735,136,2020
Kelly Baker,28,162.56,68.0388555,137,2020
Rebecka Vitesson,26,173.0,65.0,138,2020
Cecilia Ramirez Villamil,31,163.0,68.0388555,139,2020
Luiza Dias,28,151.0,53.0,140,2020
Kelsey Kiel,29,170.18,78.47148001000001,141,2020
Carleen Mathews,36,157.48,62.142154690000005,142,2020
Kristin Miller,32,162.56,61.23496995,143,2020
Nikki Matarazzo,29,152.0,63.95652417,144,2020
Anita Pravatti,34,174.0,72.57477920000001,145,2020
Rebecca Fuselier,20,157.48,56.69904625,146,2020
Oddrún Eik Gylfadottir,31,163.0,58.05982336,147,2020
Chely Galvan,30,165.1,61.23496995,148,2020
Susana Etto,36,155.0,65.0,149,2020
Janine Shillington,37,167.64000000000001,72.57477920000001,150,2020
Tia-Clair Toomey,27,163.0,58.0,1,2021
Emma Cary,17,162.56,63.502931800000006,2,2021
Kara Saunders,31,162.0,71.66759446,3,2021
Kristi Eramo O'Connell,32,157.48,59.874192840000006,4,2021
Mallory O'Brien,17,160.02,65.77089365,5,2021
Emma McQuaid,31,165.0,64.0,6,2021
Dani Speegle,27,167.64000000000001,76.20351816,7,2021
Elena Carratala Sanahuja,27,,,8,2021
Brooke Wells,26,167.64000000000001,68.0388555,9,2021
Haley Adams,20,170.18,63.502931800000006,10,2021
Matilde Garnes,25,174.0,68.0,11,2021
Gabriela Migała,22,170.0,75.0,12,2021
Danielle Brandon,25,170.0,68.0388555,13,2021
Katrin Tanja Davidsdottir,28,169.0,68.0388555,14,2021
Emma Lawson,16,,,15,2021
Kari Pearce,32,160.02,63.04933943,16,2021
Kristin Holte,35,162.0,59.0,17,2021
Amanda Fusuma,24,153.0,56.0,18,2021
Andrea Nisler,32,167.64000000000001,69.85322498000001,19,2021
Amanda Barnhart,29,170.18,72.57477920000001,20,2021
Bethany Shadburne,27,162.56,65.31730128000001,21,2021
Chloe Gauvin-David,29,170.18,66.22448602,22,2021
Larissa Cunha,30,153.0,62.0,23,2021
Amy Morton,33,163.0,69.85322498000001,24,2021
Sasha Nievas,23,156.0,59.0,25,2021
Carolyne Prevost,31,160.02,65.77089365,26,2021
Paulina Haro,17,156.0,63.0,27,2021
Carol-Ann Reason-Thibault,33,164.0,64.41011654,28,2021
Thuridur Erla Helgadottir,29,164.0,59.0,29,2021
Kristine Best,31,160.02,62.59574706,30,2021
Madeline Shelling,27,165.0,69.0,31,2021
Karin Freyová,26,170.0,72.0,32,2021
Mekenzie Riley,33,162.56,70.30681735,33,2021
Shelby Neal,21,157.48,61.23496995,34,2021
Ellie Turner,23,167.0,,35,2021
Jacqueline Dahlstrøm,29,167.0,67.0,36,2021
Mandi Janowitz,35,165.1,68.0388555,37,2021
Sydney Michalyshen,21,168.0,69.39963261,38,2021
Paige Semenza,29,160.02,64.86370891,39,2021
Marnie Sykes,28,,,40,2021
Melina Rodriguez,25,156.0,62.59574706,41,2021
Emma Tall,29,168.0,68.0,42,2021
Sarah Massoni,28,165.0,67.0,43,2021
Kloie Wilson,23,170.18,70.30681735,44,2021
Seungyeon Choi,22,,,45,2021
Antea Longo,33,160.0,60.0,46,2021
Gabriella Moratti,21,163.0,62.0,47,2021
Madeline Sturt,24,158.0,62.0,48,2021
Hanna Karlsson,28,177.0,81.0,49,2021
Emily Rolfe,32,170.0,68.94604024,50,2021
Christee Bishop,30,158.0,60.0,51,2021
Laura Horváth,24,170.0,70.0,52,2021
Olivia Sulek,17,165.1,65.77089365,53,2021
Freya Moosbrugger,19,165.0,67.0,54,2021
Manon Angonese,28,163.0,66.0,55,2021
MaryKay Dreisilker,31,160.02,68.0388555,56,2021
Maria Längfors,25,,,57,2021
Anikha Greer,18,154.0,,58,2021
Manon Lesur,30,163.0,65.77089365,59,2021
Justine Beath,31,163.0,63.502931800000006,60,2021
Kendall Vincelette,27,157.48,57.60623099,61,2021
Feeroozeh Saghafi,26,157.48,58.9670081,62,2021
Kelly Clark,34,162.56,65.77089365,63,2021
Mikaela Norman,28,179.0,68.0,64,2021
Taylor Rector,28,162.56,69.85322498000001,65,2021
Camilla Salomonsson Hellman,30,165.0,69.0,66,2021
Mary Helen Saunders,29,162.56,64.41011654,67,2021
Paige Powers,18,160.02,68.49244787,68,2021
Yuko Sakuyama,34,152.0,56.69904625,69,2021
Kaela Stephano,20,154.94,52.61671492,70,2021
Emelie Lundberg,31,162.0,68.0,71,2021
Baylee Rayl,25,,,72,2021
Rebecka Vitesson,27,173.0,65.0,73,2021
Leigha Dean,29,161.0,62.142154690000005,74,2021
Emma Chapman,33,157.48,58.9670081,75,2021
Taylor Streid,30,167.64000000000001,63.502931800000006,76,2021
Brenda Castro,32,2.0,63.04933943,77,2021
Rachel Green,40,,,78,2021
Svetlana Kubyshkina,30,155.0,60.0,79,2021
Samantha Briggs,39,170.0,61.23496995,80,2021
Kelly Stone,30,165.1,68.0388555,81,2021
Cassidy Lance-Mcwherter,33,160.02,63.502931800000006,82,2021
Sara Alicia Fernandez Costas,31,159.0,63.0,83,2021
Laura Gonzalez-Marin,27,170.18,67.13167076,84,2021
Charlotte Spence,34,157.48,66.0,85,2021
Tayla Howe,24,165.0,75.0,86,2021
Bailey Meraviglia,30,157.48,62.59574706,87,2021
Evie Hollis,24,158.0,65.77089365,88,2021
Taylor Reber,27,,,89,2021
Adison Balderston,22,154.94,61.23496995,90,2021
Laura Clifton,26,162.0,75.0,91,2021
Janelle Shafer,27,160.02,63.502931800000006,92,2021
Ella Wunger,23,170.0,65.0,93,2021
Emilia Leppänen,34,165.0,68.0388555,94,2021
Alexis Raptis,22,165.1,62.59574706,95,2021
Nicole Gibson-Burke,28,160.02,56.69904625,96,2021
Rachel Thibodeaux,28,160.02,58.9670081,97,2021
Kaitlyn Anapolsky,30,160.02,68.0388555,98,2021
Lucy Campbell,25,168.0,74.0,99,2021
Tatiana Membré,31,157.0,63.0,100,2021
Victoria Fiamma Gomes Campos,28,161.0,60.781377580000004,101,2021
Taylor Ballek,24,165.1,63.502931800000006,102,2021
Martyna Krysiak,31,163.0,60.0,103,2021
Faith Ferguson,20,160.02,68.0388555,104,2021
Valentina Rangel,24,163.0,63.0,105,2021
Stephanie Chung,29,165.1,68.0388555,106,2021
Metty Greneron,23,,,107,2021
Lena Richter,26,163.0,62.0,108,2021
Lexi Colabianchi,27,157.48,58.9670081,109,2021
Mariska Smit,28,168.0,64.0,110,2021
Claudia Gluck,22,160.0,60.0,111,2021
Jordan Adcock,29,167.64000000000001,63.502931800000006,112,2021
Nienke van Overveld,27,160.0,62.0,113,2021
Caroline Conners,28,154.94,60.32778521,114,2021
Aimee Tawhai,29,163.0,66.0,115,2021
Brittany Marella,29,160.02,68.0388555,116,2021
Rita García,33,157.0,56.69904625,117,2021
Annie Thorisdottir,31,170.0,68.94604024,118,2021
Leah Irons,29,162.56,65.77089365,119,2021
Rebecca Voigt Miller,40,175.26,68.94604024,120,2021
Madison McElhaney,29,,72.57477920000001,121,2021
Janie Garratt,28,158.0,63.0,122,2021
Breona Wallin,30,154.94,56.69904625,123,2021
Jessica Androsik,23,,,124,2021
Jessica Coughlan,32,166.0,65.77089365,125,2021
Joey Kimdon,43,154.94,56.69904625,126,2021
Carol Colling,28,157.0,57.0,127,2021
Michelle Merand,32,158.0,60.0,128,2021
Catherine St-Gelais,27,164.0,63.502931800000006,129,2021
Zoe Ziegler,27,154.94,54.4310844,130,2021
Tia Wright,29,162.56,62.59574706,131,2021
Nikki Matarazzo,30,152.0,60.781377580000004,132,2021
Rebecca Fuselier,21,157.48,56.69904625,133,2021
Elena Budz,22,160.02,60.32778521,134,2021
Alison Scudds,28,160.02,63.502931800000006,135,2021
Brooke Haas,32,160.02,69.85322498000001,136,2021
Jayne McKay,32,172.0,67.0,137,2021
Meg Garrett,38,177.0,72.57477920000001,138,2021
Emiko Naets,31,171.0,68.0,139,2021
Helena Collins,32,171.0,69.0,140,2021
Nicole Mghenyi,31,165.1,64.41011654,141,2021
Lauren Fisher,27,165.1,61.23496995,142,2021
Maria Fernanda Robles Siller,29,153.0,54.0,143,2021
Luiza Dias,29,151.0,53.0,144,2021
Lidia Bartoszewicz,28,168.0,63.0,145,2021
Alessandra Pichelli,35,167.64000000000001,70.30681735,146,2021
Sona Karaskova,33,167.0,68.0,147,2021
Corrin Lemieux,38,165.1,66.67807839000001,148,2021
Carly Lucas,24,160.02,61.23496995,149,2021
Laurie Pfleiderer,31,157.0,63.502931800000006,150,2021
Mallory O'Brien,18,160.02,61.23496995,1,2022
Tia-Clair Toomey,28,163.0,58.0,2,2022
Haley Adams,21,170.18,63.502931800000006,3,2022
Laurie Clément,35,159.0,60.0,4,2022
Brooke Wells,27,167.64000000000001,68.0388555,5,2022
Emma McQuaid,32,165.0,65.0,6,2022
Alexis Raptis,23,165.1,62.59574706,7,2022
Ellie Turner,24,167.0,,8,2022
Andrea Solberg,26,164.0,61.23496995,9,2022
Jamie Simmonds,31,163.0,61.23496995,10,2022
Matilde Garnes,26,174.0,68.0,11,2022
Kristi Eramo O'Connell,33,157.48,59.874192840000006,12,2022
Gabriela Migała,23,170.0,75.0,13,2022
Dani Speegle,28,167.64000000000001,76.20351816,14,2022
Addison DesRosiers,29,162.56,66.67807839000001,15,2022
Anikha Greer,19,154.0,,16,2022
Arielle Loewen,28,160.02,63.502931800000006,17,2022
Kristine Best,32,160.02,62.59574706,18,2022
Annie Thorisdottir,32,170.0,68.94604024,19,2022
Seher Kaya,24,,,20,2022
Amanda Barnhart,30,170.18,72.57477920000001,21,2022
Leah Støren,18,159.0,53.0,22,2022
Giulia Roggio,42,163.0,58.0,23,2022
Katelin Van Zyl,30,171.0,68.0,24,2022
Chloe Gauvin-David,30,170.18,66.22448602,25,2022
Grace Strachan,21,154.94,61.23496995,26,2022
Sara Alicia Fernandez Costas,32,159.0,63.0,27,2022
Emma Tall,30,168.0,68.0,28,2022
Valentina Magalotti,32,156.0,60.0,29,2022
Brittany Weiss,27,170.18,62.59574706,30,2022
Andrea Nisler,33,167.64000000000001,69.85322498000001,31,2022
Aimee Cringle,23,167.0,66.0,32,2022
Kristin Holte,36,162.0,59.0,33,2022
Carolyne Prevost,32,160.02,65.77089365,34,2022
Maria Längfors,26,165.0,69.0,35,2022
Emelie Lundberg,32,162.0,68.0,36,2022
Faith Ferguson,21,160.02,68.0388555,37,2022
Lucy Campbell,26,168.0,74.0,38,2022
Svetlana Veselova,34,161.0,63.0,39,2022
Julia Blazejowska,21,160.0,62.0,40,2022
Emily Rolfe,33,170.0,68.94604024,41,2022
Karin Freyová,27,170.0,72.0,42,2022
Kara Saunders,32,162.0,71.66759446,43,2022
Marisa Flowers,31,147.32,48.98797596,44,2022
Elena Carratala Sanahuja,28,,,45,2022
Thuridur Erla Helgadottir,30,164.0,59.0,46,2022
Nicole Gibson-Burke,29,160.02,56.69904625,47,2022
Ragnheiður Sara Sigmundsdottir,29,173.0,69.0,48,2022
Sydney Michalyshen,22,168.0,69.39963261,49,2022
Feeroozeh Saghafi,27,157.48,61.23496995,50,2022
Caroline Conners,29,154.94,60.32778521,51,2022
Shelby Neal,22,157.48,63.502931800000006,52,2022
Jenn Ryan,42,157.48,58.513415730000006,53,2022
Mirjam von Rohr,20,,,54,2022
Baylee Rayl,26,,,55,2022
Danielle Brandon,26,170.0,68.0388555,56,2022
Silvia Garcia Izquierdo,28,165.0,61.0,57,2022
Paige Semenza,30,160.02,64.86370891,58,2022
Hanna Karlsson,29,177.0,81.0,59,2022
Rebecca Fuselier,22,157.48,56.69904625,60,2022
Melina Rodriguez,26,156.0,62.59574706,61,2022
Valentina Rangel,25,163.0,63.0,62,2022
Lena Richter,27,163.0,66.0,63,2022
Victoria Campos,29,161.0,60.781377580000004,64,2022
Karisa Stapp,25,170.18,72.57477920000001,65,2022
Caileigh McDade,33,160.02,61.23496995,66,2022
Brooke Haas,33,160.02,69.85322498000001,67,2022
Lindsey Lane,26,,,68,2022
Olivia Kerstetter,16,165.1,,69,2022
Kelly Baker,30,162.56,68.0388555,70,2022
Madeline Helms,25,160.02,61.23496995,71,2022
Ashleigh Wosny,24,170.18,66.67807839000001,72,2022
Ralitza Koterlitzova,33,160.02,63.502931800000006,73,2022
Georgia Davenport,25,171.0,70.0,74,2022
Helena Collins,33,171.0,69.0,75,2022
Sydney Wells,27,167.64000000000001,,76,2022
Ahnna Knepper,30,160.02,60.781377580000004,77,2022
Christee Bishop,31,158.0,60.0,78,2022
Ella Wilkinson,22,,,79,2022
Jessica Androsik,24,,,80,2022
Bianca Savarese,28,152.4,48.08079122,81,2022
Lee Keyrouz,34,,,82,2022
Hannah Hardy,25,162.56,70.30681735,83,2022
Zoe Warren,23,154.94,54.4310844,84,2022
Amy Morton,34,163.0,69.85322498000001,85,2022
Trista Smith,16,154.94,,86,2022
Jacqueline Dahlstrøm,30,167.0,67.0,87,2022
Tracy Johnson,23,162.56,61.23496995,88,2022
Sasha Nievas,24,156.0,61.0,89,2022
Samantha Briggs,40,170.0,61.23496995,90,2022
Mariska Smit,29,168.0,64.0,91,2022
Hope Cicero,39,154.94,61.23496995,92,2022
Carolina Serravalle,36,,,93,2022
Freya Moosbrugger,20,165.0,68.0,94,2022
Lilly Rodriguez,19,147.32,58.05982336,95,2022
Sapphire Goddard,25,165.0,66.0,96,2022
Ella Wunger,24,170.0,65.0,97,2022
Devyn Kim,20,165.1,63.502931800000006,98,2022
Zoe Jones,25,172.72,70.30681735,99,2022
Callista Lang,21,162.56,61.23496995,100,2022
Adison Balderston,23,154.94,61.23496995,101,2022
Emma Lawson,17,,,102,2022
Laura Horvath,25,170.0,70.0,103,2022
Madeleine Harris,29,165.1,64.0,104,2022
Taylor Streid,31,165.1,63.502931800000006,105,2022
Ellie Tarence Hiller,24,154.94,60.32778521,106,2022
Bethany Shadburne,28,162.56,65.31730128000001,107,2022
Kacey Wells,26,152.4,60.32778521,108,2022
Nicole Heer,30,167.0,63.0,109,2022
Mary Helen Saunders,30,162.56,64.41011654,110,2022
Madeline Sturt,25,158.0,63.0,111,2022
Nienke van Overveld,28,160.0,64.0,112,2022
Tayla Howe,25,165.0,75.0,113,2022
CeCe Pieper,30,,,114,2022
Jennifer Brasseur,30,158.0,58.0,115,2022
Carleen Mathews,38,157.48,62.142154690000005,116,2022
Oihana Moya,26,165.0,62.0,117,2022
Ashleigh Corby,32,,,118,2022
Elisa Fuliano,26,,,119,2022
Martyna Krysiak,32,163.0,60.0,120,2022
Becca Merritt,25,152.4,63.502931800000006,121,2022
Laura Gonzalez-Marin,28,170.18,67.13167076,122,2022
Breona Wallin,31,154.94,56.69904625,123,2022
Metty Greneron,24,,,124,2022
Danielle Oliveri,28,157.48,65.77089365,125,2022
Sheena Hammer,38,154.94,53.523899660000005,126,2022
Katrina DiGiacomo,24,154.94,60.32778521,127,2022
Amanda Lindeberg Mathiasen,32,166.0,59.874192840000006,128,2022
Alexis Johnson,31,157.48,63.502931800000006,129,2022
Jessica Coughlan,33,166.0,65.77089365,130,2022
Sarah Hobbs,29,165.1,61.23496995,131,2022
Cody Veteto,29,,,132,2022
Julia Kato,22,159.0,,133,2022
Madie Edwards,28,167.64000000000001,70.30681735,134,2022
Maria Camila Quintero,26,155.0,58.0,135,2022
Lindsey Kirschman,34,,,136,2022
Chiara Salandra,25,165.0,61.0,137,2022
Katrin Tanja Davidsdottir,29,169.0,68.0388555,138,2022
Alaina Savage,29,,,139,2022
Emma Ferreira,27,172.72,77.1107029,140,2022
Inga Loftesnes,22,,,141,2022
Caroline Stanley,22,,,142,2022
Emilia Leppänen,35,165.0,68.0388555,143,2022
Hayley Hunter,26,160.02,56.69904625,144,2022
Lauren Lovick,30,156.0,57.0,145,2022
Amanda Fusuma,25,153.0,55.0,146,2022
Kelcy Ware,33,162.56,65.77089365,147,2022
Vaar Thurmann-Moe,23,168.0,70.0,148,2022
Sarah Harrison,27,,,149,2022
Rebecka Vitesson,28,173.0,65.0,150,2022
Mallory O'Brien,19,160.02,61.23496995,1,2023
Paige Powers,20,162.56,70.30681735,2,2023
Emma Lawson,18,165.1,63.502931800000006,3,2023
Arielle Loewen,29,160.02,68.0388555,4,2023
Alex Gazan,21,167.64000000000001,68.0388555,5,2023
Brooke Wells,28,167.64000000000001,68.0388555,6,2023
Elena Carratala Sanahuja,29,164.0,63.0,7,2023
Amanda Barnhart,31,170.18,72.57477920000001,8,2023
Ellie Turner,25,167.0,72.0,9,2023
Zoe Warren,24,154.94,63.502931800000006,10,2023
Kelly Baker,31,162.56,68.0388555,11,2023
Elisa Fuliano,27,157.0,60.0,12,2023
Abigail Domit,25,170.18,66.67807839000001,13,2023
Gabriela Migała,24,170.0,75.0,14,2023
Manon Angonese,30,163.0,69.0,15,2023
Caroline Spencer,30,154.94,60.32778521,16,2023
Andrea Nisler,34,167.64000000000001,69.85322498000001,17,2023
Emma McQuaid,33,165.0,67.0,18,2023
Oihana Moya,27,165.0,68.0,19,2023
Sydney Michalyshen,23,168.0,70.30681735,20,2023
Sasha Nievas,25,156.0,61.0,21,2023
Claudia Gluck,24,160.0,60.0,22,2023
Danielle Brandon,27,170.0,68.0388555,23,2023
Laura Clifton,28,162.0,75.0,24,2023
Katelin Van Zyl,31,171.0,68.0,25,2023
Jacqueline Dahlstrøm,31,167.0,67.0,26,2023
Solveig Sigurdardottir,28,170.0,70.0,27,2023
Ella Wunger,25,170.0,70.0,28,2023
Erica Folo,22,157.48,59.874192840000006,29,2023
Emma Cary,19,162.56,63.502931800000006,30,2023
Hattie Kanyo,31,162.56,65.77089365,31,2023
Kyra Milligan,26,157.48,63.502931800000006,32,2023
Carolyne Prevost,33,160.02,65.77089365,33,2023
Sara Alicia Fernandez Costas,33,159.0,63.0,34,2023
Christee Bishop,32,158.0,60.0,35,2023
Jessica Androsik,25,,,36,2023
Chloe Gauvin-David,31,170.18,66.22448602,37,2023
Roran Scott,27,154.94,62.59574706,38,2023
Shelby Neal,23,157.48,68.0388555,39,2023
Lauren Fisher,29,165.1,63.502931800000006,40,2023
Jennifer Brasseur,31,158.0,58.0,41,2023
Jordan Szewc,20,170.18,70.30681735,42,2023
Emma Tall,31,168.0,68.0,43,2023
Winter Nicolette Rodriguez,28,165.1,70.30681735,44,2023
Emily de Rooy,22,173.0,75.0,45,2023
Christine Kolenbrander,31,167.64000000000001,69.85322498000001,46,2023
Luiza Marques,21,153.0,60.0,47,2023
Shaylin Laure,30,165.1,68.0388555,48,2023
Dawon Jung,28,170.0,65.0,49,2023
Aimee Cringle,24,167.0,67.0,50,2023
Emelie Lundberg,33,162.0,62.0,51,2023
Victoria Campos,30,161.0,63.502931800000006,52,2023
Lee Keyrouz,35,158.0,66.0,53,2023
Annie Thorisdottir,33,170.0,68.94604024,54,2023
Jessica Coughlan,34,166.0,65.77089365,55,2023
Freya Moosbrugger,21,165.0,69.85322498000001,56,2023
Jamie Simmonds,32,163.0,61.23496995,57,2023
Baylee Rayl,27,170.18,61.23496995,58,2023
Linda Keesman,29,174.0,73.0,59,2023
Helena Collins,34,171.0,69.0,60,2023
Kelly Stone,32,165.1,68.0388555,61,2023
Makenna Enslin,25,167.64000000000001,72.57477920000001,62,2023
Feeroozeh Saghafi,28,154.94,60.32778521,63,2023
Thuridur Erla Helgadottir,31,164.0,59.0,64,2023
Kristine Best,33,160.02,62.59574706,65,2023
CeCe Pieper,31,,,66,2023
Tayla Howe,26,165.0,75.0,67,2023
Mirka Henriksson,30,165.0,61.0,68,2023
Paige Semenza,31,160.02,66.67807839000001,69,2023
Grace Walton,22,164.0,70.0,70,2023
MaryKay Dreisilker,33,160.02,68.0388555,71,2023
Emily Rolfe,34,170.0,68.94604024,72,2023
Sanna Venäläinen,32,164.0,64.0,73,2023
Gemma Hauck,24,167.0,74.0,74,2023
Alexis Raptis,24,165.1,70.30681735,75,2023
Christina Livaditakis,26,153.0,63.0,76,2023
Rebecca Fuselier,23,157.48,57.60623099,77,2023
Anikha Greer,20,154.0,,78,2023
Jessica Smith,27,170.18,67.13167076,79,2023
Valentina Rangel,26,163.0,65.0,80,2023
Erika Palasty,29,,,81,2023
Olivia Kerstetter,17,165.1,72.57477920000001,82,2023
Seher Kaya,25,161.0,64.0,83,2023
Lucy McGonigle,16,160.02,60.0,84,2023
Karin Freyová,28,170.0,72.0,85,2023
Mariska Smit,30,168.0,64.0,86,2023
Rebecka Vitesson,29,173.0,65.0,87,2023
Katharina Isele,28,164.0,74.0,88,2023
Janelle Stites,29,160.02,63.502931800000006,89,2023
Amy Morton,35,163.0,69.85322498000001,90,2023
Metty Greneron,25,160.0,65.0,91,2023
Elizabeth Wishart,27,170.18,63.502931800000006,92,2023
Nicolette Torreggiani,26,162.56,63.502931800000006,93,2023
Meredith Swindle,31,172.72,70.30681735,94,2023
Katrin Tanja Davidsdottir,30,169.0,68.94604024,95,2023
Maribel Gallardo,25,166.0,69.0,96,2023
Madeline Sturt,26,159.0,63.0,97,2023
Rachel Fricker,25,154.94,64.41011654,98,2023
Mirakim Couvrette,32,160.02,64.41011654,99,2023
Chiara Salandra,26,167.0,63.0,100,2023
Caroline Ferreira,26,157.0,63.0,101,2023
Matilde Garnes,27,174.0,70.0,102,2023
Karis Demi,21,162.56,63.502931800000006,103,2023
Alison Scudds,30,160.02,63.502931800000006,104,2023
Astrid Tind Petersen,28,179.0,75.0,105,2023
Lucy Pacheco,28,156.0,60.0,106,2023
Alice Mille,29,174.0,69.0,107,2023
Carmen Perez Ruiz,38,164.0,65.0,108,2023
Lexi Neely,20,157.48,63.502931800000006,109,2023
Ann-Sophie Taschereau,21,,61.23496995,110,2023
Faith Ferguson,22,160.02,68.0388555,111,2023
Samantha Pugh,30,165.1,68.49244787,112,2023
Emily Rethwill,30,165.1,61.68856232,113,2023
Savannah Averitt,30,,,114,2023
Danielle Oliveri,29,157.48,65.77089365,115,2023
Tori Dyson,28,152.4,63.502931800000006,116,2023
Martyna Krysiak,33,165.0,67.0,117,2023
Devyn Kim,21,165.1,63.502931800000006,118,2023
Alexis Johnson,32,157.48,63.502931800000006,119,2023
Emily Beroth,26,162.56,68.0388555,120,2023
Catherine St-Gelais,29,164.0,63.502931800000006,121,2023
Dani Speegle,29,167.64000000000001,77.1107029,122,2023
Ali Thomason,29,175.26,70.30681735,123,2023
Nienke van Overveld,29,160.0,64.0,124,2023
Nicole Hunt,27,152.4,58.9670081,125,2023
Ashley Shoemaker,31,175.26,71.21400209000001,126,2023
Aurora Vellante,29,157.48,64.41011654,127,2023
Svetlana Veselova,35,161.0,63.0,128,2023
Jordan Malm,26,,,129,2023
Marta Ricottini,28,174.0,66.0,130,2023
Marie Robin,26,176.0,70.0,131,2023
Nicole Gibson-Burke,30,160.02,56.69904625,132,2023
Trista Smith,17,154.94,61.23496995,133,2023
Stephanie Grange,32,167.64000000000001,65.77089365,134,2023
Lauren Stallwood,28,169.0,67.0,135,2023
Cody Veteto,30,12.7,0.90718474,136,2023
Christina Agerbeck,32,161.0,60.0,137,2023
Sydney Wells,28,167.64000000000001,68.49244787,138,2023
Lindsey Porter,23,172.72,68.0388555,139,2023
Brooke Haas,34,160.02,69.85322498000001,140,2023
Helen Nutter,30,164.0,73.0,141,2023
Madeleine Harris,30,165.1,66.0,142,2023
Alexia Williams,24,169.0,70.0,143,2023
Maria Längfors,27,165.0,69.0,144,2023
Aoife Burke,32,165.0,71.0,145,2023
Silvia Garcia Izquierdo,29,165.0,63.0,146,2023
Lena Richter,28,163.0,66.0,147,2023
Bailey Bentley,25,160.02,68.0388555,148,2023
Carol Colling,30,157.0,58.0,149,2023
Kelsey Williams,32,170.18,72.57477920000001,150,2023
Mirjam von Rohr,22,,,1,2024
Grace Walton,23,164.0,70.0,2,2024
Anikha Greer,21,154.0,,3,2024
Arielle Loewen,30,160.02,68.0388555,4,2024
Carolyne Prevost,34,160.02,65.77089365,5,2024
Christina Agerbeck,33,161.0,60.0,6,2024
Julia Blazejowska,23,160.0,62.0,7,2024
Seher Kaya,26,161.0,64.0,8,2024
Katrina DiGiacomo,26,154.94,56.69904625,9,2024
Kara Saunders,34,162.0,73.48196394,10,2024
Aimee Cringle,25,167.0,,11,2024
Danielle Brandon,28,170.0,68.0388555,12,2024
Katelin Van Zyl,32,171.0,68.0,13,2024
Elena Budz,25,160.02,63.502931800000006,14,2024
Jennifer Muir,24,170.0,70.0,15,2024
Andrea Solberg,28,164.0,61.23496995,16,2024
Emma McQuaid,34,165.0,67.0,17,2024
Feeroozeh Saghafi,29,154.94,60.32778521,18,2024
